0	-3.67427e-014	-5.5778e-014
500	1.05469	-3.14986
1000	2.04545	-6.02273
1500	2.90838	-8.34162
2000	3.57955	-9.82955
2500	3.99503	-10.2095
3000	4.09091	-9.31818
3500	3.80327	-7.44673
4000	3.06818	-5
4500	1.82173	-2.38281
5000	-1.16097e-014	-1.08278e-015
5500	-2.38281	1.82173
6000	-5	3.06818
6500	-7.44673	3.80327
7000	-9.31818	4.09091
7500	-10.2095	3.99503
8000	-9.82955	3.57955
8500	-8.34162	2.90838
9000	-6.02273	2.04545
9500	-3.14986	1.05469
10000	8.39659e-305	1.06952e-309
