0	2.08167
100	1.83667
100	1.83667
200	1.60167
200	1.60167
300	1.37667
300	1.37667
400	1.16167
400	1.16167
500	0.956667
500	0.956667
600	0.761667
600	0.761667
700	0.576667
700	0.576667
800	0.401667
800	0.401667
900	0.236667
900	0.236667
1000	0.0816667
1000	0.0816667
1100	-0.0633333
1100	-0.0633333
1200	-0.198333
1200	-0.198333
1300	-0.323333
1300	-0.323333
1400	-0.438333
1400	-0.438333
1500	-0.543333
1500	-0.543333
1600	-0.638333
1600	-0.638333
1700	-0.723333
1700	-0.723333
1800	-0.798333
1800	-0.798333
1900	-0.863333
1900	-0.863333
2000	-0.918333
2000	-0.918333
2100	-0.963333
2100	-0.963333
2200	-0.998333
2200	-0.998333
2300	-1.02333
2300	-1.02333
2400	-1.03833
2400	-1.03833
2500	-1.04333
2500	-1.04333
2600	-1.03833
2600	-1.03833
2700	-1.02333
2700	-1.02333
2800	-0.998333
2800	-0.998333
2900	-0.963333
2900	-0.963333
3000	-0.918333
3000	-0.918333
3100	-0.863333
3100	-0.863333
3200	-0.798333
3200	-0.798333
3300	-0.723333
3300	-0.723333
3400	-0.638333
3400	-0.638333
3500	-0.543333
3500	-0.543333
3600	-0.438333
3600	-0.438333
3700	-0.323333
3700	-0.323333
3800	-0.198333
3800	-0.198333
3900	-0.0633333
3900	-0.0633333
4000	0.0816667
4000	0.0816667
4100	0.236667
4100	0.236667
4200	0.401667
4200	0.401667
4300	0.576667
4300	0.576667
4400	0.761667
4400	0.761667
4500	0.956667
4500	0.956667
4600	1.16167
4600	1.16167
4700	1.37667
4700	1.37667
4800	1.60167
4800	1.60167
4900	1.83667
4900	1.83667
5000	2.08167
