0	2.5
100	2.4
100	2.4
200	2.3
200	2.3
300	2.2
300	2.2
400	2.1
400	2.1
500	2
500	2
600	1.9
600	1.9
700	1.8
700	1.8
800	1.7
800	1.7
900	1.6
900	1.6
1000	1.5
1000	1.5
1100	1.4
1100	1.4
1200	1.3
1200	1.3
1300	1.2
1300	1.2
1400	1.1
1400	1.1
1500	1
1500	1
1600	0.9
1600	0.9
1700	0.8
1700	0.8
1800	0.7
1800	0.7
1900	0.6
1900	0.6
2000	0.5
2000	0.5
2100	0.4
2100	0.4
2200	0.3
2200	0.3
2300	0.2
2300	0.2
2400	0.1
2400	0.1
2500	-5.35423e-012
2500	-2.6588e-011
2600	-0.1
2600	-0.1
2700	-0.2
2700	-0.2
2800	-0.3
2800	-0.3
2900	-0.4
2900	-0.4
3000	-0.5
3000	-0.5
3100	-0.6
3100	-0.6
3200	-0.7
3200	-0.7
3300	-0.8
3300	-0.8
3400	-0.9
3400	-0.9
3500	-1
3500	-1
3600	-1.1
3600	-1.1
3700	-1.2
3700	-1.2
3800	-1.3
3800	-1.3
3900	-1.4
3900	-1.4
4000	-1.5
4000	-1.5
4100	-1.6
4100	-1.6
4200	-1.7
4200	-1.7
4300	-1.8
4300	-1.8
4400	-1.9
4400	-1.9
4500	-2
4500	-2
4600	-2.1
4600	-2.1
4700	-2.2
4700	-2.2
4800	-2.3
4800	-2.3
4900	-2.4
4900	-2.4
5000	-2.5
