0	0
100	-0.0272841
200	-0.104727
300	-0.22592
400	-0.384727
500	-0.575284
600	-0.792
700	-1.02956
800	-1.28291
900	-1.54728
1000	-1.81818
1100	-2.09138
1200	-2.36291
1300	-2.6291
1400	-2.88655
1500	-3.1321
1600	-3.36291
1700	-3.57638
1800	-3.77018
1900	-3.94228
2000	-4.09091
2100	-4.21456
2200	-4.312
2300	-4.38228
2400	-4.42473
2500	-4.43892
2600	-4.42473
2700	-4.38228
2800	-4.312
2900	-4.21456
3000	-4.09091
3100	-3.94228
3200	-3.77018
3300	-3.57638
3400	-3.36291
3500	-3.1321
3600	-2.88655
3700	-2.6291
3800	-2.36291
3900	-2.09138
4000	-1.81818
4100	-1.54728
4200	-1.28291
4300	-1.02956
4400	-0.792
4500	-0.575284
4600	-0.384727
4700	-0.22592
4800	-0.104727
4900	-0.0272841
5000	0
